features,class
"[-312.93256     86.11468    -24.090363    62.68446      3.8501184
   13.732989   -12.370227    -2.6919816   -7.1445727   -8.874541
   -7.6837153  -20.45247     -3.0935793  -17.450651    -2.1061678
   -5.879273   -14.79775     -7.9129286   -9.791221   -10.600329
  -13.243774    -3.4699256   -9.107959    -4.883488    -5.873261
  -10.05745     -3.5811472   -4.3144817   -6.478961    -8.020568
   -2.653591    -5.434141    -3.592533    -4.2309637   -5.628086
   -1.832238    -5.8087077   -4.3006153   -2.5778432   -2.6540797]",Jens_Stoltenberg
"[-217.84286     148.31117    -111.65943      58.82781     -62.045387
   34.733334    -30.977974      3.2138565   -15.192133     -5.9805827
    6.583702    -30.298004     -1.6513261   -25.596535      3.3471756
  -17.445408    -11.584742    -18.565372    -11.7731695    -3.4935904
  -16.553255      0.37061653  -15.331342     -2.5105217    -9.65974
   -4.2745304    -6.040962     -4.457578      0.6971371    -6.3107195
   -1.7536902    -8.728202     -1.6160697    -7.234897      2.206608
   -1.8512143    -4.4407287     0.52120185   -5.555421     -2.9711432 ]",Jens_Stoltenberg
"[-2.17913773e+02  1.39227173e+02 -1.15087593e+02  6.35872650e+01
 -5.63293228e+01  4.26680031e+01 -4.21412773e+01  1.30631161e+01
 -1.42756653e+01 -1.63350277e+01  2.07201242e+00 -2.47637348e+01
  3.98236918e+00 -2.78121872e+01  3.89116120e+00 -2.13196297e+01
 -8.50104809e+00 -1.32748232e+01 -9.34232521e+00 -2.70034957e+00
 -1.62708302e+01 -1.90588367e+00 -1.56134338e+01 -1.26690435e+00
 -9.70966721e+00  1.27206715e-02 -5.57475376e+00 -5.24124002e+00
 -2.84050965e+00 -7.86194944e+00 -1.19670439e+00 -8.13828945e+00
  5.10874987e-01 -7.46208525e+00 -2.04945207e+00 -5.14960051e+00
 -3.42529893e+00 -3.95528436e+00 -3.75702357e+00  8.25119793e-01]",Jens_Stoltenberg
"[-134.93585     102.916046    -67.61613      60.421276    -41.79473
   24.121346    -27.657515      0.2926067    -7.455717    -11.622556
   -4.607257    -23.184618      2.0268502   -17.240587      5.946535
  -11.080741     -2.6848068    -4.0969467    -6.0648103    -0.38802993
  -13.147709     -2.6254206   -14.604361     -1.6608467    -9.726731
   -4.8737316    -1.0365342    -4.1598215     3.9382944    -0.8341927
    6.2978816     3.2134802     7.4295254    -1.7066002    -2.992869
   -2.313406     -4.2684016    -0.29373473   -3.8434403     0.24471898]",Jens_Stoltenberg
"[-118.47029     101.10043     -78.03272      62.71188     -39.119877
   34.77753     -28.00053      -6.6947484   -18.546545    -20.273224
   -6.2684665   -23.556599      4.9529414   -18.626192      0.5826475
  -13.335171     -4.9237733    -9.639867     -8.040469     -2.1187513
  -18.509966     -1.9415463   -13.5387       -3.629805     -8.590557
   -6.477859     -0.8285259    -2.0185199     1.5038178    -2.7607195
    5.0114026     2.193748      7.9081497     3.919555      3.1342819
    0.43171138   -4.4602094    -1.9290423    -2.2008405     0.4034421 ]",Jens_Stoltenberg
"[-1.31853943e+02  7.77436829e+01 -7.71678848e+01  9.44308395e+01
 -1.47436609e+01  2.01317196e+01 -2.50314045e+01 -5.56184721e+00
 -1.25221109e+01 -1.97710495e+01 -1.49421015e+01 -2.28713341e+01
 -1.90689452e-02 -2.76336365e+01 -3.71762371e+00 -1.11025877e+01
 -1.07372065e+01 -1.23358183e+01 -1.23326359e+01 -9.67578793e+00
 -1.41143427e+01 -4.33934450e+00 -1.85498180e+01  9.11134958e-01
 -7.05452538e+00 -7.83397865e+00  1.54173124e+00 -1.16098273e+00
  5.88067961e+00  3.57583022e+00  7.03811789e+00  3.98594260e+00
  5.59969425e+00  1.11167753e+00  5.25281811e+00  2.68564391e+00
  1.40100205e+00  4.02712727e+00 -3.71077418e+00 -2.54222393e+00]",Jens_Stoltenberg
"[-164.59471     101.21561     -57.460464     76.3451      -30.962719
   20.025677    -24.37485     -16.756311     -8.306167    -21.788002
   -3.7579575   -21.032862     -2.4811137   -17.614084     -5.7719617
   -5.5634947   -11.549746     -7.5712667   -11.8581705    -8.234008
   -9.553618     -6.1471753   -10.211347     -1.5757347    -7.1374507
   -6.541998     -2.354422     -6.6528096    -3.7932646    -6.730928
   -5.482453     -7.598119     -3.4389632    -2.5819197     2.0417137
    4.8064213     1.6510984     2.8124201    -1.804684     -0.76420766]",Jens_Stoltenberg
"[-190.59541     150.06897    -115.781425     65.66221     -62.149487
   34.643566    -38.757256      5.6722207   -17.373995     -6.498921
    3.4178557   -29.492973      0.70736396  -28.886023      2.7186148
  -22.965109     -9.426606    -15.811771    -13.020053     -3.6703727
  -15.91744      -1.5755486   -15.570849     -1.7690403   -12.17861
   -2.0073702    -5.253538     -4.202336      0.20198764   -7.0198946
   -0.20555687   -7.3764224     0.95685667   -5.011774     -1.6647245
   -4.1537633    -3.1847174    -3.194871     -5.004761     -1.8296129 ]",Jens_Stoltenberg
"[-152.95724     137.06789    -130.02979      68.03196     -71.17923
   46.822       -47.392113     11.710275    -16.861809     -9.711785
   -0.58303434  -29.090746      5.732882    -29.530113      5.8211823
  -22.677666     -2.67479     -16.100672    -13.147121     -5.9366684
  -14.928878      0.946063    -16.019615      0.5511768   -12.339468
   -1.2074414    -8.474446     -3.7340348    -2.960408     -6.6317143
    1.3174924    -8.167253      1.5004653    -6.0401015     1.3970958
   -4.203189     -0.8088072    -2.414553     -3.0303736    -0.47401398]",Jens_Stoltenberg
"[-1.4071959e+02  1.2500334e+02 -1.3653679e+02  6.3505203e+01
 -6.5931183e+01  4.3285690e+01 -5.1595985e+01  1.1784134e+01
 -1.4922253e+01 -1.4855286e+01 -1.9076084e+00 -2.5315514e+01
  6.1103559e+00 -3.1366802e+01  4.0094504e+00 -2.2883232e+01
 -3.6987555e+00 -1.4496045e+01 -1.0633860e+01 -2.9644868e+00
 -1.4155182e+01  7.7883869e-01 -1.6325874e+01  1.0951866e+00
 -1.0436513e+01 -6.0746825e-01 -6.0193405e+00 -2.2924497e+00
 -1.4391530e+00 -7.8648953e+00 -9.1538757e-02 -6.9729843e+00
  4.6548316e-01 -7.7592320e+00 -5.4773784e-01 -5.6025662e+00
 -2.0330069e+00 -2.2624857e+00 -3.8950446e+00 -6.2216496e-01]",Jens_Stoltenberg
"[-128.75803     124.65911    -134.6623       63.56018     -62.86122
   45.10037     -52.472446     11.795743    -19.359148    -18.446238
   -4.5481076   -28.398455      3.9001968   -30.802565      4.9679756
  -24.01522      -2.1082385   -11.986291    -10.449542     -4.626292
  -13.664038      1.9580532   -14.906696      2.0503602    -9.690331
    1.5010623    -6.699545     -2.6572475    -1.8165565    -7.5735326
   -0.15140928   -8.422614     -0.5840666    -9.417423      0.13731813
   -5.7491655    -2.216897     -1.9387851    -3.5946107     0.9541536 ]",Jens_Stoltenberg
"[-160.28444      86.675224    -56.15004      77.07601     -15.210116
   23.488165    -32.778378     -7.6275225   -16.802818    -12.604873
   -0.22933322  -25.04184       3.0746927   -20.17433      -2.9923227
  -12.635415    -14.675277    -12.398199    -16.105745     -7.1666746
  -11.965714     -3.64732     -12.788752     -3.8582482    -5.5635915
   -6.669667     -6.5435576    -7.2501206    -0.8851933    -2.3133428
    1.8913136     1.2320716     5.2508698    -2.5723834    -1.2808177
    2.6048071     2.253295      5.6822057     2.768623      1.9507998 ]",Jens_Stoltenberg
"[ -96.73057     120.38743    -118.61076      51.69775     -52.28561
   36.28447     -39.7454        6.2240844   -12.102296    -15.508643
   -2.326885    -23.400408      4.709557    -25.74569       2.2510674
  -18.437944     -5.5100455   -12.682346    -14.134522     -5.024932
  -15.742795     -0.779978    -15.208765     -4.0173664   -11.3389
   -3.0787826    -4.973676     -3.6024988    -0.6740495    -6.822186
    1.5374812    -7.1637588    -1.0540558    -5.9922624    -1.4415151
   -3.2875214    -2.5441945    -0.76764524   -3.986502     -0.5783213 ]",Jens_Stoltenberg
"[-1.1704520e+02  1.3293170e+02 -1.4053391e+02  6.7669548e+01
 -6.8724838e+01  4.3168358e+01 -5.6160721e+01  1.1526155e+01
 -1.9252073e+01 -1.5878333e+01 -3.1428320e+00 -2.8435946e+01
  5.7019706e+00 -3.0482012e+01  6.3681331e+00 -2.4837946e+01
 -3.5208344e+00 -1.4261597e+01 -1.0614456e+01 -5.4815216e+00
 -1.5760713e+01  3.2478264e-01 -1.5572448e+01  1.0250690e+00
 -1.3417948e+01 -1.1798159e-02 -6.8869200e+00 -2.1614258e+00
 -2.6862943e+00 -7.7962036e+00  8.7591988e-01 -8.5449095e+00
 -6.1738306e-01 -7.6515179e+00  7.4031156e-01 -5.5146780e+00
  7.7291149e-01 -1.9957452e+00 -1.8886682e+00  2.8538046e+00]",Jens_Stoltenberg
"[-1.21734039e+02  1.32143982e+02 -1.40209579e+02  6.59385147e+01
 -6.82309265e+01  4.59623871e+01 -5.37292519e+01  1.32085600e+01
 -1.72190495e+01 -1.34147215e+01  1.51691639e+00 -2.62647724e+01
  6.88009787e+00 -2.85428963e+01  7.30226564e+00 -2.35619030e+01
 -3.65250015e+00 -1.43685665e+01 -1.04486084e+01 -6.57356405e+00
 -1.63021469e+01  6.58443451e-01 -1.72979717e+01  1.54999480e-01
 -1.24475546e+01 -5.20028412e-01 -7.38397980e+00 -1.93343389e+00
 -2.11035180e+00 -7.77625084e+00  9.40494359e-01 -8.61960983e+00
 -1.39990151e-01 -6.62137938e+00  1.89647186e+00 -4.64256620e+00
  6.18675500e-02 -1.17183089e+00 -2.82132006e+00  9.30840522e-02]",Jens_Stoltenberg
"[-128.49529     127.14381    -130.68225      61.42042     -62.47915
   40.833546    -52.441124      7.2870803   -15.782446    -14.776248
   -0.45870382  -26.935223      5.0742717   -27.868467      3.8263528
  -23.378716     -4.6055074   -13.333503    -10.768289     -3.627838
  -15.707251      0.27625358  -15.863086      0.18006982  -10.057873
    0.27573404   -4.8700123    -3.2885447    -1.165901     -7.276254
    0.15155284   -7.4322605     0.8487133    -7.021612     -1.7762647
   -5.1729264    -1.5062466    -1.8617626    -3.577468      0.28903952]",Jens_Stoltenberg
"[-1.59435364e+02  1.33471130e+02 -1.31737640e+02  6.94348297e+01
 -5.95101433e+01  4.41156502e+01 -5.32578011e+01  1.23515310e+01
 -1.69310322e+01 -1.32045174e+01  1.79775774e+00 -2.34341183e+01
  6.08600950e+00 -2.73233643e+01  5.96830940e+00 -2.42835102e+01
 -2.12967896e+00 -1.34749727e+01 -1.06434212e+01 -6.44063139e+00
 -1.71196232e+01 -1.90000817e-01 -1.82996864e+01 -1.47595930e+00
 -1.29886713e+01 -1.59737206e+00 -7.76524067e+00 -3.20666862e+00
 -2.11471343e+00 -6.83380175e+00  1.14043854e-01 -8.25962448e+00
  1.29379487e+00 -7.84680510e+00  6.60535455e-01 -4.27807426e+00
 -1.97972941e+00 -2.62217307e+00 -3.08736444e+00  1.03552353e+00]",Jens_Stoltenberg
"[-137.8403      99.82868    -50.822872    67.15424    -66.34511
   15.731849   -24.504456    -8.469491   -13.016205   -12.884176
    3.4073477  -18.48471      3.1693583  -11.281208     3.1551282
  -13.036133    -7.3020597  -11.900016   -14.162728   -12.596161
  -17.200249    -5.1051364  -14.147373    10.336277     7.7873187
    9.553438    12.028982     7.38411      3.0438292   -4.277759
    3.2800667   -6.472682    -2.016075    -3.9689558   -4.11151
   -5.1883426   -2.4992998   -0.7131341   -4.672254     0.8393379]",Jens_Stoltenberg
"[-1.7833128e+02  9.9834785e+01 -5.1488766e+01  7.1550446e+01
 -4.7835072e+01  2.4137993e+01 -3.2672691e+01 -2.8176785e+00
 -7.1350098e+00 -2.4186928e+01 -5.5556054e+00 -2.1714045e+01
  7.0576155e-01 -1.5641158e+01  2.6291158e+00 -1.2492496e+01
 -1.1563119e+01 -8.6946249e+00 -8.7163420e+00 -7.5928831e+00
 -1.2849447e+01 -2.4418478e+00 -1.8157381e+01 -4.4857450e+00
 -4.0506892e+00 -1.1809344e+00  5.5197277e+00  6.4150143e+00
  6.3008089e+00 -1.4333296e+00  7.2074786e-02 -4.9859681e+00
 -1.5337589e+00 -4.7053318e+00 -1.9802399e+00 -4.8986158e+00
 -7.3705015e+00 -2.7095997e+00 -2.4008143e+00  9.0573716e-01]",Jens_Stoltenberg
"[-3.4611084e+02  1.3722720e+02 -5.9971886e+01  6.2795921e+01
 -3.5811295e+01  2.6782677e+01 -2.3816231e+01 -5.8785396e+00
 -1.3225553e+01 -9.3015642e+00  4.3653240e+00 -1.9938271e+01
 -3.2662439e-01 -2.4211535e+01 -2.7416744e+00 -1.4473172e+01
 -1.3948327e+01 -1.5777329e+01 -1.4929321e+01 -6.4629750e+00
 -1.6125957e+01 -2.1392275e-01 -1.1001865e+01 -4.2512612e+00
 -6.5067630e+00 -3.8349123e+00 -4.1657977e+00 -6.7598801e+00
 -1.7146443e+00 -8.7062931e+00 -4.1455102e+00 -9.1131134e+00
 -4.6965518e+00 -7.0556903e+00 -4.5378151e+00 -4.6653781e+00
 -5.1136761e+00 -8.6551076e-01 -3.9102592e+00  2.4760582e+00]",Jens_Stoltenberg
"[-215.81561     111.60253     -77.71476      51.40968     -38.875614
   20.970232    -23.77402      -7.9051576    -8.488849    -12.379141
    2.2706182   -15.748287     -1.4180356   -22.669577     -0.58531994
  -15.008172    -16.513994     -9.0064      -10.060516     -4.2468486
  -14.434949     -0.9410929    -7.59612      -3.3888464    -4.6876945
   -5.5456347    -3.8664742    -2.9914925     0.3745695    -4.959481
    1.7362599    -2.0812547    -0.23799124   -1.2324256    -4.4159255
   -4.3339796    -1.9295365    -0.73358494   -3.798758     -0.74414295]",Jens_Stoltenberg
"[-2.1158824e+02  1.0190063e+02 -4.0884846e+01  6.0143421e+01
 -2.0186903e+01  8.7760620e+00 -1.9887112e+01 -2.8532743e+00
 -2.2638485e+01 -2.3388548e+01 -1.0573695e+01 -2.2765841e+01
  2.6025507e+00 -1.7826578e+01 -7.2908554e+00 -1.3242456e+01
 -8.7351284e+00 -1.4093512e+01 -1.2146766e+01 -1.6489605e+00
 -1.8600513e+01 -4.9108272e+00 -1.5292334e+01 -1.1003807e+01
 -9.6674070e+00 -7.0289350e+00  3.4226885e+00  2.7204442e+00
  9.1647148e+00  2.3171103e+00  6.5927143e+00  1.2970352e+00
  7.9986918e-01  3.1589270e+00 -2.1091599e+00 -3.9730740e-01
  4.7022704e-02  1.6545335e+00  1.3476193e+00  1.0069976e+00]",Jens_Stoltenberg
"[-222.15778     98.2066     -53.891163    71.47283     -8.400266
   11.882113   -16.228868    -2.0251493   -6.4554844  -13.314622
  -14.030157   -20.25254     -4.5164876  -22.912632    -1.171836
  -13.396967   -11.965356    -9.446694   -13.967654    -6.587883
  -11.661871    -3.0423467  -14.240833    -4.569694    -6.64465
   -8.608618    -4.1351266  -11.892962    -5.5704203   -5.167308
   -3.7355063   -3.3176506    1.1847314   -1.4012401   -1.4675082
   -2.282977    -4.8752623   -0.9659304   -1.506218     2.6518655]",Jens_Stoltenberg
"[-2.7278778e+02  1.2934694e+02 -1.2913992e+01  4.5388851e+01
 -3.2209988e+01 -1.6211863e+01 -1.2489646e+01 -1.1756543e+00
 -1.6898201e+01 -1.8563793e+01 -5.9290166e+00 -1.8504669e+01
 -3.0091040e+00 -1.4732773e+01 -8.1071873e+00 -1.0414420e+01
 -1.0822526e+01 -7.2411609e+00 -9.9080086e+00 -6.4659562e+00
 -1.2736367e+01 -1.3636864e+00 -1.1095613e+01 -7.7236800e+00
 -3.6128724e-01 -1.1118444e+01 -5.9916048e+00 -2.9955561e+00
 -2.0277610e+00 -5.5225825e+00 -2.1682255e+00 -2.8459158e+00
 -5.3554020e+00 -4.2438374e+00 -6.9911237e+00 -1.9357963e+00
 -2.4474739e-01  2.1411531e+00  8.1147604e+00  8.9049921e+00]",Jens_Stoltenberg
"[-358.39838      63.156185     -9.176515     55.35341      -4.7869663
   13.600482    -13.179062     -5.8825517    -0.82494813  -12.23808
   -4.029225    -13.686721     -4.8027706   -14.006682     -5.2769833
   -7.564142    -11.948392     -5.739401    -11.413637     -7.6522875
  -10.148441     -6.573089     -8.05613      -6.288722     -4.320467
   -7.703728     -6.2525344    -5.9948826    -6.009732     -8.851404
   -3.6252916    -4.2951245    -4.5607595    -1.9935555    -3.1321394
   -1.1260651    -1.3395629     1.1590838     1.0475234     1.5894936 ]",Jens_Stoltenberg
"[-213.50856     114.71414     -54.268253     74.037445    -23.230045
   17.860598    -22.372734    -14.011402    -10.685595    -17.53937
   -8.9914465   -16.352978     -4.7217145   -26.203346      0.78390807
  -14.333907    -19.319693     -5.677011    -12.452618     -8.094672
  -10.682181     -5.2044253    -8.375408     -4.5667667   -10.25429
   -7.3080516    -4.2281985    -4.089416     -2.7998474    -6.1223674
   -2.6297436    -7.8097       -3.8962812    -5.485859     -2.228287
    2.5369246     4.644022      5.2365394    -1.6020466    -1.2303314 ]",Jens_Stoltenberg
"[-249.6349      116.65565     -52.492443     53.2365       -8.019253
    6.54142     -10.070793    -17.82808      -6.0826187   -11.1659
  -12.712981    -14.081668    -10.116634    -26.327185     -4.1888657
   -7.891452    -17.379614     -9.797959    -14.940405    -10.64878
   -8.457877     -2.4637399    -7.043268     -5.05994      -5.1035905
   -6.590817     -4.2829633    -6.7743816    -3.4921837    -5.620567
   -3.146816     -3.728939     -3.987149     -4.3393726    -7.1466465
   -4.4898124    -3.5829208    -0.55018574    0.7212441     2.9169989 ]",Jens_Stoltenberg
"[-181.95517    123.66753    -50.243187    74.68109    -40.205826
   15.299518    -8.967158    -9.801739   -17.217052   -15.579523
   -3.526283   -14.467245    -3.9049232  -23.105055     2.1862442
  -14.096777   -16.76021     -9.445522   -13.186652    -9.16087
   -8.696282    -0.3640034  -14.831562    -5.4953017   -6.542564
   -6.451503    -5.8265734   -8.734351    -4.1800656   -7.9326596
   -2.4783428   -4.9678106   -4.188927    -6.976976    -5.8748217
   -4.749428    -6.075737    -3.400725    -2.9816575    1.1322807]",Jens_Stoltenberg
"[-185.4768      148.24951     -52.96027      62.46134     -33.525967
    3.1530824   -13.535455      0.41428462   -8.38468     -14.109666
   -1.695161    -13.279638     -4.1922565   -14.503321      3.1130738
  -17.559837    -14.65736     -12.078104    -16.069984     -7.10712
  -10.034778     -2.044727    -12.506253     -4.021644     -7.7216353
   -7.0542407    -4.530307     -5.7025065    -1.3414788   -10.014935
   -3.1577303    -4.3466625    -5.6580725    -8.442421     -7.8976727
   -7.477532     -6.862723     -3.5010276    -7.3664656    -2.1145651 ]",Jens_Stoltenberg
"[-170.51825     146.14772    -106.71502      65.260315    -60.928688
   26.377941    -32.685795      1.068988    -19.766386     -5.6916485
    8.370873    -25.842518     -0.90196055  -27.156214      2.8802452
  -19.432005    -10.745109    -16.36165     -14.940351     -8.916066
  -18.556        -0.50977093  -17.543488     -4.0000386    -9.0091915
   -1.8002051    -5.4735074    -6.0077806     0.52323794   -4.327822
    2.4865785    -6.104058     -1.1124855    -8.171693     -2.615547
   -4.4184566    -4.6268234    -2.2264333    -3.5778892     2.8753831 ]",Jens_Stoltenberg
"[-207.28511    155.1651     -94.443695    55.30852    -54.968956
   28.605719   -29.543486     1.0580086  -16.006691    -7.876462
    8.324029   -24.354944    -4.0904393  -26.95622      1.288473
  -19.993652   -11.486198   -14.532196   -15.398454    -8.040281
  -16.529179    -3.14019    -18.545135    -2.4574711   -7.9143834
   -2.3704526   -4.9446774   -6.987541    -1.8481133   -7.145343
    0.3876628   -8.074799    -1.4228632   -8.260063    -3.372473
   -4.034269    -5.6727805   -1.3871232   -4.6505895    1.2571257]",Jens_Stoltenberg
"[-326.99936    144.04526    -65.52381     67.29876    -41.661587
   38.084316   -32.17703     -5.956368   -17.89046    -12.355155
    7.5091977  -21.888325    -2.5513844  -27.310656    -0.4420997
  -17.91593    -11.246965   -13.77698    -14.696103    -5.7021976
  -16.891525    -2.7946055  -17.402315    -3.230014    -4.6111517
   -1.5599033   -1.1655635   -4.256832    -2.648223    -9.903261
   -2.3135436   -8.31102     -3.1992884   -7.568419    -4.8675804
   -4.365018    -4.7109003   -2.4806883   -5.6569376   -0.4080815]",Jens_Stoltenberg
"[-2.3176337e+02  1.1431284e+02 -4.8598415e+01  4.4832081e+01
 -1.7171572e+01  1.8258326e+01 -1.8686699e+01 -4.5815439e+00
 -1.4124444e+01 -9.2724228e+00  1.6117915e+00 -1.7443087e+01
 -2.5746524e+00 -1.7516653e+01  1.8264682e+00 -1.1317482e+01
 -1.1523095e+01 -9.6062965e+00 -1.2258808e+01 -4.0647526e+00
 -1.8108706e+01 -5.9109120e+00 -9.2552776e+00 -5.4333315e+00
 -5.9045329e+00 -7.4093738e+00 -4.1457767e+00 -9.6900253e+00
 -4.4063234e+00 -4.6377902e+00  3.5031043e-02 -1.1663923e+00
 -5.8245033e-01  1.0886924e+00 -9.9354750e-01  3.4561378e-01
 -1.7599334e-01 -2.3340845e+00 -3.9121580e+00 -2.6130660e+00]",Jens_Stoltenberg
"[-322.55457     81.36725    -35.919266    53.16887      2.8960702
   18.775663   -12.676431    -3.0985894  -10.225298   -10.24662
    5.036788   -16.706038    -5.2544804  -12.863038    -3.3429344
   -6.4649096  -14.200583   -12.324402   -10.990543    -4.5397305
  -11.213243    -7.813725    -9.5741205   -4.7971244   -3.6038194
   -3.342861    -3.5871298   -5.711827    -1.4966866   -7.4956813
   -6.3903217   -5.876337    -2.3906193   -1.5659813   -5.905504
   -4.546059    -3.3860757   -3.0616333   -5.144724    -2.6195383]",Jens_Stoltenberg
"[-131.51463     114.90881     -68.03779      64.20065     -29.770319
   26.021685    -23.313581     -7.2169356   -19.351591    -17.490278
   -5.283975    -21.599905      4.8919835   -28.914787     -0.8320733
  -10.979685    -19.966768    -10.660374    -15.542645     -4.557007
  -11.409272     -2.875076    -10.289817     -6.6062846    -6.7699785
   -6.476146     -6.602861     -9.48435      -3.4076896    -7.0836196
   -4.375642     -4.863708     -1.9700418    -3.307018     -0.42345104
    3.348487      6.185248      8.997421      6.753105      6.3869247 ]",Jens_Stoltenberg
"[-146.82585    119.86069    -50.693443    73.02754    -15.190076
   15.264741   -23.339037    -4.1052036  -12.519871   -15.233005
  -11.557567   -22.956738     5.2631183  -19.982496    -1.3252156
  -11.3694105  -16.137367    -9.864897   -11.587513    -5.1562576
  -11.656114    -2.6864073  -11.259826    -7.3264737   -5.6810274
   -4.0120068   -3.2304723   -5.068955    -5.0233326   -8.277927
   -5.4338017   -8.292951    -1.8055844   -4.5647078   -2.2720253
    1.6046437    1.1456548    3.7912257    2.8369493    5.539862 ]",Jens_Stoltenberg
